text,label,clean_text,emoji_count,tweet_length,has_negation,emoji_count
بالفيديو مصور ببانوراما #أكتوبر يحقق حلم الزوار بالتصوير مع #السيسى,OBJ,بالفيديو مصور ببانوراما # أكتوبر يحقق حلم الزوار بالتصوير # السياسى,0,11,0,0
يلتقى د عمرو خالد معكم يوم الخميس القادم باذن الله بمسجد المجمع الإسلامى بالشيخ زايد بعد صلاة العشاء و لقاء جديد,OBJ,يلتقى عمرو خالد معكم يوم الخميس القادم باذن الله مسجد المجمع الإسلامى بالشيء زايد صلاة العشاء لقاء جديد,0,18,0,0
حق الصوت عصام-سلطان/137923242939959,OBJ,حق الصوت عصام-سلطان/137923242939959,0,3,0,0
"اسرائيل تطالب الغرب بغض النظر عن جرائم سيسي مع شعبه لمنع الاسلاميين من لحكم, طب ما ييجى نتنياهو يحكمنا",OBJ,"اسرائيل تطالب الغرب بغض النظر جرائم سيسي شعبه لمنع الإعلاميين لحكم , طب NEG_ييجى نتنياهو يحكمنا",0,16,1,0
الندوة الأسبوعية للدكتور علاء الأسواني بالأسكندرية الخميس القادم السابعة مساءً بأتيليه الأسكندرية التفاصيل >>,OBJ,الندوة الأسبوعية للدكتور علاء السوداني الإسكندرية الخميس القادم السابعة بيليه الإسكندرية التفاصيل > >,0,14,0,0
#تعطل_الواتساب #توقف_الواتساب #الواتساب_معلق تأملو هكذا,OBJ,# تعطل_الواتساب # توقف_الواتساب # الواتساب_معلق تعمل,0,7,0,0
الحل السياسي يهدف للبدء في بناء الاقتصاد ولا يعني التصالح مع من تورطوا في عنف #السادة_المحترمون …,POS,الحل السياسي يهدف للبدء بناء الاقتصاد يعني التصالح تورطوا عنف # السادة_المحترمون من,0,13,0,0
حلقة الليلة الجزء الثاني: على هامش الرئاسة,OBJ,حلقة الليلة الجزء الثاني : هامش الرئاسة,0,7,0,0
فى حالة صدور قرار بحل حزب النور ، سيتحفظ الحزب على القرار وبعد شوية كلام وكلام #السادة_المحترمون …,OBJ,فى حالة صدور قرار بحل حزب النور من سيحتفظ الحزب القرار وبعد شوية كلام وكلام # السادة_المحترمون من,0,18,0,0
1 أدعو كلاً من : الدكتور / محمد مرسى والأستاذ / حمدين صباحى والدكتور / عبد المنعم أبو الفتوح، للحضور لمجلس الشعب المصرى غداً الأحد 3/6/2012,OBJ,1 يدعو : الدكتور / محمد مرسى والأستاذ / مدين صباح والدكتور / عبد المنعم بو الفتحة للحضور لمجلس الشعب المصرى الحد 3/6/2012,0,23,0,0
من ذكريات صفحتنا || 26 يوليو 2011,OBJ,ذكريات صفحتنا من 26 2011,0,5,0,0
#الشروق انفجار بجوار مركز مدينة بنغازي يتسبب في أضرار بعدد من السيارات: وقع انفجار كبير في ساعة مبكرة #مصر,OBJ,# الشروق انفجار بجوار مركز مدينة بنغازي يتسبب أضرار بعدد السيارات : وقع انفجار كبير ساعة مبكرة # مصر,0,19,0,0
الرأى والتعبير فى خطر !,OBJ,الرؤى والتعبير فى خطر !,0,5,0,0
بسمة أمل - خواطر من داخل حلبة مصارعة الثيران,OBJ,بسمة عمل - خواطر داخل حلبة مصارعة الثيران,0,8,0,0
#جمال #خيال #حقيقه #جميل #درر #حكم #أعجبني #حكمه #بقلمي #شوق #بوح #شعر #قصيد #رتويت خمس الاف متابع بـ 200 ريال 157,OBJ,# جمال # خيال # حقيقه # جميل # دور # حكم # يعجبني # حكمه # بقلم # شوق # بوح # شعر # قيد # رويت الاف متابع 200 157,0,32,0,0
#حفاية_بلاستك #كبدة_جاج #بيوستات #الدنيا_شوب #حبة #لاب_بروسثو #بطيخ #وسط_البلد #بطانية #هديه #ملعقة_خشب #كنباية #لمبة #زرا…,OBJ,# حفاية_بلاستك # كبدة_جاج # ليستات # الدنيا_شوب # حبة # لاب_بروسثو # بطيخ # وسط_البلد # بطانية # هديه # ملعقة_خشب # كناية # لمبة # زرار,0,28,0,0
"استغربكم ياآل المنتصف حينمالم تصدقوا #مرسي حينماقال""…",OBJ,استغرب يارجل المنتصف حينما تصدقوا # مرسي حينماقال من من,0,10,0,0
أنصار الإخوان فرحانين قوي بلبانة إحنا لو نزلنا الشوارع هنربيكو وفاهمين إنهم لو نزلوا وعملوا موقعة جمل جديدة وقتلوا كل الناس إنها هتخلص,NEG,أنصار الأخوان فراني قوي بلباقة احنا نزلنا الشوارع هنريك تفهمين إنهم نزلوا وعملوا موقعة جمل جديدة وقتلوا الناس إنها تخلص,0,20,0,0
#العربي_الجديد | #سياسة | #فلسطين | اعتداءات #الأقصى: التحقيق مع مصلين فلسطينيين,OBJ,# العربي_الجديد | # سياسة | # فلسطين | اعتداءات # الأقصى : التحقيق تصلين الفلسطينيين,0,16,0,0
يدعو إلى نصرة مسلمي #الروهنجيا في جامعة أمريكية #بورما #أراكان #ميانمار,OBJ,يدعو على نظرة معلمي # الروهنجيا جامعة أمريكية # بورما # ماكان # ميانمار,0,14,0,0
الوطن | العصف بالحرية على إيقاع ممارسات مبارك | عمرو حمزاوي:,OBJ,الوطن | العصف بالحرية إيقاع ممارسات مبارك | عمرو مزاجي :,0,11,0,0
#اول_مره_ادخل_تويتر اتقفلت منو و فضلت سنة مفتحوش و كنت مقتنع انه غبى !!,OBJ,# اول_مره_ادخل_تويتر اقفلت منو فضلت سنة مفتوحة كنت مقتنع انه غبى ! !,0,13,0,0
شبكة سوريــ المجد ــا || || =-=-=-=-=-=-=-=-= #هام بالـ #فيديو اعترافات المهندس رياض …,OBJ,شبكة سوري المجد من من =-=-=-=-=-=-=-=-= # هام بال # فيديو اعترافات المهندس رياض من,0,15,0,0
قرية #الرشايدة مركز #العسيرات محافظة #سوهاج : إصابة 11 فى مشاجرة بين عائلت #,OBJ,قرية # الرعاية مركز # المسيرات محافظة # سوفاج : عصابة 11 فى مشاجرة عاملت #,0,16,0,0
ارجو من مذيعي وضيوف الجزيرة الرد على حسام فودة عندما يكرر عبارته اليومية ما هى صفة خيرت الشاطر ليلتقي سفيرة,NEG,ارجو مذيع ضيوف الجزيرة الرد حسام فودة عندما يكرر عباره اليومية NEG_هى صفة خيرت الشاطر ليلتقي سفيرة,0,17,1,0
"من فضل الإسلام أنه كرم المرأة, وأكد إنسانيتها وأهليتها للتكليف والمسئولية والجزاء ودخول الجنة #",NEG,"فضل السلام إنه كرم المرة , وأكد إنسانيته وءهليتها للتكيف والمسؤولية والجزء ودخول الجنة #",0,15,0,0
في مثل هذا اليوم عام 1886 ولدت هذه الفتاة التي فتنت الأدباء والشعراء في عصرها! - #مي_زيادة في ذكرى مولدها …,OBJ,اليوم عام 1886 ولدت الفتاة فتنت الحدباء والشعراء عصرها ! - # مي_زيادة ذكرى مولدها من,0,16,0,0
بإذن الله أشارك المهندس خالد عبد العزيز (رئيس المجلس القومي للشباب) في افتتاح الخيمة الرمضانية الشبابية في,NEUTRAL,بإذن الله تشارك المهندس خالد عبد العزيز ( رئيس المجلس القومي للشباب ) افتتاح الخيمة الثمانية الشبابية,0,17,0,0
المصريون يحتفلون فى ذكري #تحرير_سيناء بالتزامن مع مقتل ثلاث اشخاص ب #القاهرة #كلمة_تقدير_لجيشنا_الوطني_الأصيل_ف_عيده,OBJ,المصريون يحتفلون فى ذكري # تحرير_سيناء بالتزامن مقتل اشخاص # القاهرة # كلمة_تقدير_لجيشنا_الوطني_الءصيل_ف_عيده,0,13,0,0
#لمى_الروقي #تغطية_ابو_امير_لسقوط_لمى تبككيي الله يرحممك يالمئ,OBJ,# لمى_الروقي # تغطية_ابو_امير_لسقوط_لمى تبكي الله يرحمك يعلم,0,8,0,0
الوطن | فى الهند أم العجائب (2) | عمرو حمزاوي:,OBJ,الوطن | فى الهند لم العجائب ( 2 ) | عمرو مزاجي :,0,13,0,0
93 ابوه معلق صورة عبد الناصر فهو بيعاند أبوهلكن في النهاية الأب بينحاز ضد الزعماء كلهم وبيعلق صور الشهداء بدلهم,OBJ,93 ابوه معلق صورة عبد النار فهو يعاني ءبوهلكن النهاية الحب ينحاز ضد الزعماء كلهم يعلق صور الشهداء بدله,0,19,0,0
"12 ""الملتقى الأول لطلاب صناع الحياة""",OBJ,12 من الملتقى الأول لطلاب صناع الحياة من,0,8,0,0
ونفس الأمر ينطبق على السياسة يجب أن تتغير نظرتنا للمعارضة من الاعتراض على سياسات السلطة إلى المنافسة الشريفة عليها عبر آليات وبرامج وأفكار,OBJ,ونفس الأمر ينطبق السياسة يجب من تتغير نظرتنا المعارضة الاعتراض سياسات السلطة على المنافسة الشريفة عليها عبر عمليات وبرامج وأفكار,0,20,0,0
ردا علي الدكتور يحي الجمل,OBJ,ردا علي الدكتور يحي الجمل,0,5,0,0
بعد احالة نوارة نجم للنيابة بتهمة تمويل اجنبي يا ترى انت فين يا احمد فؤاد نجم,OBJ,إحالة نظارة نجم للنيابة بتهمة تمويل اجنبي ترى انت فين احمد فساد نجم,0,13,0,0
انتي اصلا مافيك فايده #كلمه_بتتقال_في_البيت_كل_يوم,NEG,انتي اصلا مايك فائده # كلمه_بتتقال_في_البيت_كل_يوم,0,6,0,0
"الإخوان يحرقوا علم مصر ويدوسوا عليه بالأقدام #السادة_المحترمون """,OBJ,الأخوان يحرقوا مصر ويقوموا بالأقدام # السادة_المحترمون من,0,8,0,0
"البوابة نيوز: بلاغ للنائب العام لمحاكمة ""برهامي"" بتهمة ازدراء الأديان: يسار_برهامي #مصر #النائب_العام",OBJ,البوابة نيوز : بلاغ للنائب العام لمحاكمة من برنامج من بتهمة ازدراء الأديان : يسار_برهامي # مصر # الناءب_العام,0,19,0,0
شاهد - آخر كلام: الماء الذي يُحيي في مصر يُميت #,OBJ,شاهد - آخر كلام : الماء يحيي مصر ميت #,0,10,0,0
أبي يا أبي ، ما المخيم يا أبي ؟ إنه بوابة للدم يا بني ذكرى اجتياح #مخيم_جنين #جني…,OBJ,بي بي من NEG_المخيم بي من إنه بوابة للدم بني ذكرى اجتياح # مخيم_جنين # جنيه,0,16,1,0
خديجه الشاطر 5 ساعة · وكعادتي ألتقي بأبي الحبيب #خيرت_الشاطر مرة كل بضع شهور أذهب و الهم والأسي يعتصر قلبي,OBJ,خديجة الشاطر 5 ساعة من كعادتي نلتقي بوبي الحبيب # خيرت_الشاطر مرة شهور أذهب الهم والدي يعتصر قلبي,0,18,0,0
#بيقولك_أعرف_بلدك - سوهاج، قرية أولاد حمزة,OBJ,# بيقولك_ءعرف_بلدك - سنهاجم قرية أولاد حمزة,0,7,0,0
#الداخلية_بلطجية واقعة الاعتداء على الزميلة م/ #داليا_رضوان,NEG,# الداخلية_بلطجية واقعة الاعتداء الزميلة من # داليا_رضوان,0,8,0,0
الرئيس عدلي منصور تتوافر فيه صفات القائد المناسب للفترة الحالية …,OBJ,الرئيس عدلي منصور تتوافر صفات القائد المناسب للفترة الحالية من,0,10,0,0
لو صحت شائعة تعيين الجنزورى رئيسا للاهلى سيكون طاهر ابو زيد قد دمر الاهلى مليون مرة بقدر ما قدم اليه كلاعب,OBJ,صحت شائعة تعيين الجنوبى رئيسا للاعلى سيكون طاهر ابو زيد دمر الاولى مليون مرة بقدر NEG_قدم اليه كلاعب,0,18,1,0
إذا كنت أستفز الحقير فهذه نعمة من عند الله,OBJ,هذا كنت مستفز الحقير فهذه نعمة الله,0,7,0,0
عرض الاسبوع 36 ألف متابع #وش_أكثر_شي_يسهرك #صيام_الإثنين #خد_موقف_من #صلاة_الوتر #فى_تويتر_تلاقى #الدمام [842861],OBJ,عرض الاسبوع 36 ألف متابع # وش_ءكثر_شي_يسهرك # صيام_الءثنين # خد_موقف_من # صلاة_الوتر # فى_تويتر_تلاقى # الدماء [ 842861 ],0,20,0,0
46572581 ههههههههههه انا و ام ابني المستقبلية بنفتح من اكونت واحد,NEG,46572581 ههههههههههه انا ام ابني المستقبلية بفتح اكون,0,8,0,0
بعد سقوط الانقلاب سيكتب التاريخ أن مصر عاشت أسوأ وأسود أيامها من 3 يوليو 2013 والى يوم السقوط القريب ان شاء الله,OBJ,سقوط الانقلاب سيكتب التاريخ من مصر عاشت سوء وأسود أيامها 3 2013 والى يوم السقوط القريب ان شاء الله,0,19,0,0
"#متصدر_لاتكلمني, #النصر_الشباب, #الهلال, #اكشن_يا_دوري شجع ناديك بدون تعصب مع برنامج الايفون الرائع 56",NEG,"# متصدر_لاتكلمني , # النصر_الشباب , # الهلال , # اكشن_يا_دوري شجع ناديك بدون NEG_تعصب برنامج السيفون الرائع 56",0,19,1,0
4 كلفة الفاشية المتصاعدة في كل الجنبات، ومقولات التكفير الجاهزة، والاستعداد للعنف الذي نراه اليوم في محافظات مختلفة وأدانته بالكامل واجبة,OBJ,4 كلفة الفاشية المتصاعدة النبات مقولات التكفير الجاهزة والاستعداد للعنف نراه اليوم حافظات مختلفة إدانته بالكامل واجبة,0,17,0,0
رمضان كريم، أعاده الله علي مصر و العالم بمزيد من الخير واحترام الكرامة الإنسانية و التضامن بين البشر عبر طبقاتهم وفئاتهم المتفاوتة,OBJ,رمضان كريم عاده الله علي مصر العالم بمزيد الخير واحترام الكرامة الإنسانية التضامن البشر عبر طاقاتهم وفاتهم المفاوضة,0,18,0,0
5مسئولية رئيس الجمهورية وحكومته السياسية والتنفيذية هي حماية المدنيين وضمان حق التظاهر وضمان إتباع الشرطة لقواعد اشتباك تبتعد عن الانتهاكات,OBJ,مسؤولية رئيس الجمهورية حكومته السياسية التنفيذية حماية المدنيين وضمان حق التظاهر وضمان اتباع الشرطة لقواعد اشتباك تبتعد الانتهاكات,0,18,0,0
باقي المعونة الأمريكية لهذا العام التي تم تجميدها تساوي فقط 585 مليون دولار ولكن هذه أول مرة تتجمد منذ كامب ديفيد,OBJ,باقي المعونة الأمريكية لهذا العام تم تجميدها تساوي فقط 585 مليون حول مرة تتجمد كامب ديفيد,0,16,0,0
عرض الاسبوع 44 ألف متابع #أذكار_المساء #بصراحه_مليت_من #خد_موقف_من #علمتني_الحياة #الحياة_تحتاج_إلى_شيئين [925981],OBJ,عرض الاسبوع 44 ألف متابع # ءذكار_المساء # بصراحه_مليت_من # خد_موقف_من # علمتني_الحياة # الحياة_تحتاج_ءلى_شيءين [ 925981 ],0,18,0,0
و فوجئنا بالخبر منشورا في وسائل الاعلام وسنتوجه غدا الاحد الموافق 31 مارس الساعة التاسعة و النصف صباحا الى مكتب النائب العام لحضور التحقيق,OBJ,فوجئنا بالخبر منشور وسائل الاعلام سنتوجه الاحد الموافق 31 الساعة التاسعة النصف صباحا الى مكتب النائب العام لحضور التحقيق,0,19,0,0
"الدكتور عبد المنعم أبو الفتوح فى حلقة خاصة عن تطورات الاحداث فى مصر,بعد قليل على قناة الحياة2",OBJ,"الدكتور عبد المنعم بو المفتوح فى حلقة تطورات الاحداث فى مصر , قليل قناة الحياة",0,15,0,0
#رصد| طلاب جامعة #الأزهر بـ #المنصورة يُحمِّلون شيخ #الأزهر مسئولية تقديم الامتحانات,OBJ,# رصد طلاب جامعة # الزهر # المنصورة يحملون شيخ # الزهر مسؤولية تقديم الامتحانات,0,15,0,0
يوم بدء الدراسة بالجامعات هو يوم بدء العد التنازلى لاسقاط الانقلاب,OBJ,يوم بدء الدراسة بالجامعات يوم بدء العد التنازلى لاسقاط الانقلاب,0,10,0,0
#الكويت #السعوديه #البحرين #قطر #ا?مارات #عمان #العراق #مصر #تونس #الجزائر #المغرب #ا?ردن #السودان #لبنان 328,OBJ,# الكويت # السعوديه # البحرين # قطر # ? مرات # عمان # العراق # مصر # تونس # الجزار # المغرب # ? رد # السودان # لبنان 328,0,31,0,0
يا أستاذ عمرو يا دكتور محمد فى مخرج شاب إسمه رامى الجابرى فيلمه فى إحدى مسابقات المهرجان إدع,OBJ,أستاذ عمرو دكتور محمد فى مخرج شاب اسمه رامى الجمبرى فيلمه فى إحدى مسابقات المهرجان دع,0,16,0,0
انشقاق عبدالله بن عباس عن علي واخذهم من بيت المال حتى قال عليه علي انه يأكل ويشرب من حرام,OBJ,انشقاق عبدالله بن عباس علي وأخذهم بيت المال قال علي انه يأكل ويشرب حرام,0,14,0,0
جدول دعمرو حمزاوي من يوم السبت 19 نوفمبر2011 حتى يوم الخميس 24 نوفمبر2011,OBJ,جدول عمرو مزاجي يوم السبت 19 نوفمبر2011 يوم الخميس 24 نوفمبر2011,0,11,0,0
إحترام الحق أهم من إحترام القانون ولا سبيل إلا بجعل القانون ينصاع للحق لكي يحترمه الناس,NEG,احترام الحق هم احترام القانون سبيل لا بجعل القانون ينصاع للحق يحترمه الناس,0,13,0,0
الان اللواء أشرف أمين -الخبير الامني- ضيف #يوسف_الحسيني في #السادة_المحترمون,OBJ,الان اللواء شرف آمين الخبير الامنية ضيف # يوسف_الحسيني # السادة_المحترمون,0,11,0,0
آمين من هنا للعشر الأواخر أنا في ديك الساعة يا جميل انت عارف محبتي واعجابي,POS,يومين للعشر البواخر أنا ديك الساعة جميل انت عارف محبتي اعجابي,0,11,0,0
يتم توليد الطاقة الحديثة من 3 مصادر اساسية #المياة و #الرمال و #الهواء لذلك #أوقفوا_الفحم,OBJ,يتم توليد الطاقة الحديثة 3 مصادر اساسية # المياة # الرمال # الهواء لذلك # ءوقفوا_الفحم,0,16,0,0
(بأي ذنبٍ قُتلت)؟! #مجزرة_رابعة_العدوية #السيسي …,NEG,( بي ذنب قتلت ) من ! # مجزرة_رابعة_العدوية # السيسي من,0,12,0,0
وايه اللى مخلى الثوار لحد الان فى محمد محمود ولا هيه بلطجه وخلاص,OBJ,ايه اللى مثلى الثوار لحد الان فى محمد محمود هيه بلطجي وخلال,0,12,0,0
منظمات حقوق الانسان هى إيقونة الحرية الجميع سيراقب عن كثب أية محاولات غير شرعية لتشويهها الثورة ستنتصر,OBJ,منظمات حقوق الانسان هى أيقونة الحرية الجميع سيراقب كثب أية محاولات NEG_شرعية لتشويه الثورة ستنتصر,0,15,1,0
* #يوم_الحساب ستكون مرغماً على إعطاء حسناتك لــ #شخص_كرهته فأغتبته,OBJ,* # يوم_الحساب ستكون رغما إعطاء حسنات # شخص_كرهته فءغتبته,0,10,0,0
4 نوفمبر عيد الحب للتافهين عيد ميلاد تواضروس وحددوا له محاكمة مرسي ليسجلوا 3 أهداف هاتريك بشوطة واحدة مرسي صدها,OBJ,4 عيد الحب التافهين عيد ميلاد والروس حددوا محاكمة مرسي يسجلوا 3 أهداف باتريك بشرطة واحدة مرسي صدها,0,18,0,0
#سحب_السفراء_من_قطر الصورة تتكلم والحديث متى #قطر_ترضخ_للضغوط_الخليجية ؟وهل بدأت جديا بالعمل لتحقيق التعهد؟,OBJ,# سحب_السفراء_من_قطر الصورة تتكلم والحديث # قطر_ترضخ_للضغوط_الخليجية وهل بدءت جديا بالعمل لتحقيق التعهد,0,13,0,0
ماذا لو حصلوا على السلاح النووي؟ #المغرب #الجزيرة # #الخبر #ليبيا # #الأردن # #دمشق #الخليج #الإمارات,OBJ,حصلوا السلاح النووي # المغرب # الجزيرة # # الخبر # ليبيا # # الأردن # # دمشق # الخليج # الإمارات,0,22,0,0
#حط_نفسك_مكان_البنت قبل ما تنزل لازم اهلك يكونوا عرفين رايح فين مين هيكون معاك هتروحو ازاى مين هترجع متى و هترجعو ازاى,OBJ,# حط_نفسك_مكان_البنت NEG_تنزل لازم اهلك يكونوا تعرفين رايح فين مين هيكون معاك تروح ازاى مين ترجع ترجع ازاى,0,18,1,0
الحلقة الثامنة عشر - الجزء الثالث - فرقة صابرين,POS,الحلقة الثامنة - الجزء الثالث - فرقة صابرينا,0,8,0,0
#فى_عالم_موازى كان زمان زعتر هو اللى بيشيلنى و يدلعنى و يأكلنى و ينيمنى جمبه بليل =)) ! #زعتر_القط,POS,# فى_عالم_موازى زمان عشر اللى بيشيلنى يدعنى يمكننى اليمنى جيبه دليل = ) ) ! # زعتر_القط,0,17,0,0
ماذا فعلت مؤسسات الدولة لشرح مسودة الدستور للأميين؟ لمن يذهب الأمي الذي سيصوت على الدستور ليفهم محتواه؟ كيف نقبل هذه المسرحية الرديئة؟,NEG,فعلت مؤسسات الدولة لشرح مسودة الدستور للءميين؟ لمن يذهب الرمي سيصوت الدستور ليفهم محتواها نقبل المسرحية الرديئة,0,17,0,0
يوم هام فى مصير دستور مصر القادم,OBJ,يوم هام فى مصير دستور مصر القادم,0,7,0,0
ما بعد أردوغان #اسماعيل_ياشا #قرأت_لكم #مقال_اليوم #تركيا #اردوغان,OBJ,NEG_بعد دوغان # اسماعيل_ياشا # قرءت_لكم # مقال_اليوم # تركيا # الدوران,0,12,1,0
وكيف تكتمل صباحاتي بدونك ،بغيابك أنت تحكم عليها بالتّعليق المؤقت #صباحي لك,OBJ,وكيف تكتمل صباحا بدونك بغيابك أنت تحكم عليها بالتعليق المؤقت # صباحي,0,12,0,0
"سيناء ""الشقيقة"" - يسري فودة",OBJ,سيناء من الشقيقة من - يسري فودة,0,7,0,0
يريدون اخماد المظاهرات المطالبة بعودة #الشرعية,OBJ,يريدون اخماد المظاهرات المطالبة بعودة # الشرعية,0,7,0,0
"الشهيد بيموت مرة واحدة و المعتقل بيموت كل يوم ,,, اللهم فك أسراهم #انا_مش_رقم",NEG,"الشهيد يموت مرة واحدة المعتقل يموت يوم , , , اللهم فك أراهم # انا_مش_رقم",0,15,0,0
"#خالد_بن_الوليد """,OBJ,# خالد_بن_الوليد من,0,3,0,0
"#موقف_نفسي_اعيشه_مع_جوزي #موقف_نفسي_اعيشه_مع_مراتي انا من رأيى بعد الهاشتاجين دول , نطلع الجمعه على قصر الرياسة بمليونية (عايز…",NEG,"# موقف_نفسي_اعيشه_مع_جوزي # موقف_نفسي_اعيشه_مع_مراتي انا رأيى الهاشتاجين دول , نطلع الجمعه قصر الرئاسة بمليون ( عايز",0,16,0,0
أيتها القطط المتمسحة بالعسكر خوفا من الاخوان هل تطلبون الديمقراطية من الشرطة العسكرية الحرية تنتزع والشعب الذي اسقط مبارك قادرعلى الاخوان,OBJ,أيتها القطط الممسحة بالسكر خوفا الاخوان تطلبون الديمقراطية الشرطة العسكرية الحرية تنتزع والشعب اسقط مبارك قادرعلى الاخوان,0,17,0,0
من العار اختصار دولة بتاريخ وحجم وقيمة وامكانات مصر فى شخص واحد مخطط يهودى فظيع,OBJ,العار اختصار دولة بتاريخ وحجم وقيمة امكانيات مصر فى شخص مخطط يهودى فظيع,0,13,0,0
لما بتحكي عن كل المحارم فاين #حافظ_مش_فاهم,OBJ,تحكي المحارم فاين # حافظ_مش_فاهم,0,5,0,0
ليلى فتاة مسلمة ربتها جدتها المسيحية، شاهد لقاء عمرو خالد مع ليلى وجدتها,OBJ,ليلى فتاة مسلمة ربتها جدتها المسيحية شاهد لقاء عمرو خالد ليلى وجدتها,0,12,0,0
#بالعربي #عشان_متأثره #وحشاني_فشخ #وحشني_الكلام_معاكي #وحشاني_قاعدتنا #عايزه_احكيلك_كتير #مفتقداكي,OBJ,# العربي # عشان_متءثره # وحشاني_فشخ # وحشني_الكلام_معاكي # وحشاني_قاعدتنا # عايزه_احكيلك_كتير # معتقداتي,0,14,0,0
شاهد - آخر كلام: إضرابات إضرابات إضرابات بين الثورة والسلطة #,OBJ,شاهد - آخر كلام : ضربات ضربات ضربات الثورة والسلطة #,0,11,0,0
1 إلى هواة المزايدة في دوائر قريبة مني وأخرى بعيدة عني، أشارك في اجتماع الغد بالرئاسة لمصلحة وطنية عليا هي النيل وللحصول على معلومات محددة,OBJ,1 على هواة المزايدة دواء قريبة مني وأخرى بعيدة عني تشارك اجتماع الغد بالرئاسة لمصلحة وطنية عليا النيل وللحصول معلومات محددة,0,21,0,0
#تفه_واحده_مش_كفايه علي اللي كان بيقول الكهرباء بتروح لغزه ودلوقتي ساكت وبقي عزه,OBJ,# تفه_واحده_مش_كفايه علي اللي بيقول الكهرباء بروح لغز دلوقتي ساكت وبقي عنه,0,12,0,0
_ أرجو أنك تقرأي المقالين دول قبل ما تتفي على حد,OBJ,_ أرجو أنك تقرأي المقاتلين دول NEG_تتفي حد,0,8,1,0
#مصر #خالد_علي : السلطة تمارس إجراما سياسيا ضد الفقراء,OBJ,# مصر # خالد_علي : السلطة تمارس جراما سياسيا ضد الفقراء,0,11,0,0
خليك كده: إحلم بقمع معارضيك كفرهم وخونهم واستعدي عليهم وانشغل بيهم عن خيبتك، اكتب دستور يعجبك وقوانين تحميك وسيب الغرغرينا تنهش في البلد,OBJ,خليك كده : حلم بقمع معارضين سفرهم ولكنهم واستعدي عليهم انشغل بيهم خيبت اكتب دستور يعجبك وقوانين تحميك وسيم الغرغرينا تنهي البلد,0,22,0,0
"بالفيديو "" العليمي"" لـ "" #البرادعي"": ""شباب #الإخوان معانا"" التفاصيل والفيديو عبر الرابط",OBJ,بالفيديو من العلمي من من # الراعي من : من شباب # الأخوان معانا من التفاصيل والفيديو عبر الرابط,0,19,0,0
الي #حمدين_صباحي: لو أنت عاوز تحاكم #السيسي يبقي أنت ما فرقتش كتير #عن اللي حاكم #سليمان_خاطر #نقطة #مصر #الانتخابات_الرئاسية #اليوم_السابع,POS,الي # حمدين_صباحي : أنت عاوز تحاكم # السيسي يبقي أنت NEG_فرقتش كتير # اللي حاكم # سليمان_خاطر # نقطة # مصر # الانتخابات_الرءاسية # اليوم_السابع,0,26,1,0
الله من نزع ملكم لغدركم وليس السيسي الله من أذهب حكمكم لعدم إخلاصكم الله من إستبدلكم لأنكم خنتم الأمانة ووليتم من لا…,NEUTRAL,الله نزع لكم لديكم وليس السيسي الله أذهب حكمكم لعدم إخلاصك الله ءستبدلكم لأنكم أنتم الأمانة ويليام لا,0,18,0,0
يلتقى الأن دعبدالمنعم مع سفير نيوزلندا بالقاهرة ، فى إطار لقاءات متعددة مع ممثلى الدول التى لها علاقات دبلوماسية,OBJ,يلتقى الآن عبدالمنعم سفير نيوزيلندا بالقاهرة من فى قطار لقاءات متعددة ممثلى الدول التى علاقات دبلوماسية,0,16,0,0
الليلة، الموقف من سد النهضة مع د عمرو حمزاوي و د علاء الظواهري، يعقبه لقاء خاص مع بطل مصر و العالم في الاسكواش,OBJ,الليلة الموقف سد النهضة عمرو مزاجي علاء الظواهر يعجبه لقاء خاص بطل مصر العالم الاسكواش,0,15,0,0
مترجعوا #مبارك و اقتلوا الشباب اللى باقى هو ده اللى ناقص يا #جيش_كامب_ديفيد #سيسى_كوهن,NEG,ترجعوا # مبارك اقتلوا الشباب اللى باقى ده اللى ناقص # جيش_كامب_ديفيد # سيسى_كوهن,0,14,0,0
تطبيق الشريعة,NEG,تطبيق الشريعة,0,2,0,0
المشاركون بمؤتمر مستقبل #التعليم يطالبون بعودة تعيين العمداء ورؤساء #الجامعات,OBJ,المشاركون بمؤتمر مستقبل # التعليم يطالبون بعودة تعيين العملاء ورؤساء # الجامعات,0,12,0,0
حلقة الغش ممنوع معايا اللي إتذاعت النهارده لسه واصلاني لو في حد يحب يتفرج عليها سلام عليكم,OBJ,حلقة الغش ممنوع معايا اللي تذاع النهارده لسه والان حد يحب يتفرج عليها سلام عليكم,0,15,0,0
بعض القضاه حدثوني أنهم متعجبون من المعوقات أمام قانون استقلال القضاء وكأنه لا توجد رغبة لوجود قضاء مستقل د عبد,OBJ,القضاه حدثني إنهم معجبون المعوقات أمام قانون استقلال القضاء وكأنه NEG_توجد رغبة لوجود قضاء مستقل عبد,0,16,1,0
"#الشعب_السعودي_الشقيق #خريجات_جامعيات_قديمات_عاطلات #الملك _ """,OBJ,# الشعب_السعودي_الشقيق # خريجات_جامعيات_قديمات_عاطلات # الملك _ من,0,8,0,0
عرض الاسبوع 44 ألف متابع #أذكار_المساء #بصراحه_مليت_من #خد_موقف_من #علمتني_الحياة #الحياة_تحتاج_إلى_شيئين [930473],OBJ,عرض الاسبوع 44 ألف متابع # ءذكار_المساء # بصراحه_مليت_من # خد_موقف_من # علمتني_الحياة # الحياة_تحتاج_ءلى_شيءين [ 930473 ],0,18,0,0
